Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
Tuberculosis,2021,Montana,30,45-54,0,0
Tuberculosis,2021,Montana,30,55-64,0,0
Tuberculosis,2021,Montana,30,65+,2,0.9
Tuberculosis,2022,Montana,30,0-4,0,0
Tuberculosis,2022,Montana,30,5-14,0,0
Tuberculosis,2022,Montana,30,15-24,1,0.7
Tuberculosis,2022,Montana,30,25-34,0,0
Tuberculosis,2022,Montana,30,35-44,0,0
Tuberculosis,2022,Montana,30,45-54,3,2.4
Tuberculosis,2022,Montana,30,55-64,2,1.4
Tuberculosis,2022,Montana,30,65+,0,0
Tuberculosis,2000,Nebraska,31,0-4,2,1.7
Tuberculosis,2000,Nebraska,31,5-14,1,0.4
Tuberculosis,2000,Nebraska,31,15-24,3,1.2
Tuberculosis,2000,Nebraska,31,25-34,7,3.1
Tuberculosis,2000,Nebraska,31,35-44,3,1.1
Tuberculosis,2000,Nebraska,31,45-54,2,0.9
Tuberculosis,2000,Nebraska,31,55-64,2,1.4
Tuberculosis,2000,Nebraska,31,65+,4,1.7
Tuberculosis,2001,Nebraska,31,0-4,2,1.7
Tuberculosis,2001,Nebraska,31,5-14,0,0
Tuberculosis,2001,Nebraska,31,15-24,4,1.5
Tuberculosis,2001,Nebraska,31,25-34,10,4.5
Tuberculosis,2001,Nebraska,31,35-44,7,2.7
Tuberculosis,2001,Nebraska,31,45-54,8,3.4
Tuberculosis,2001,Nebraska,31,55-64,3,2.1
Tuberculosis,2001,Nebraska,31,65+,6,2.6
Tuberculosis,2002,Nebraska,31,0-4,3,2.5
Tuberculosis,2002,Nebraska,31,5-14,0,0
Tuberculosis,2002,Nebraska,31,15-24,7,2.7
Tuberculosis,2002,Nebraska,31,25-34,4,1.8
Tuberculosis,2002,Nebraska,31,35-44,2,0.8
Tuberculosis,2002,Nebraska,31,45-54,4,1.7
Tuberculosis,2002,Nebraska,31,55-64,3,2
Tuberculosis,2002,Nebraska,31,65+,5,2.2
Tuberculosis,2003,Nebraska,31,0-4,0,0
Tuberculosis,2003,Nebraska,31,5-14,1,0.4
Tuberculosis,2003,Nebraska,31,15-24,6,2.3
Tuberculosis,2003,Nebraska,31,25-34,3,1.4
Tuberculosis,2003,Nebraska,31,35-44,5,2
Tuberculosis,2003,Nebraska,31,45-54,3,1.2
Tuberculosis,2003,Nebraska,31,55-64,5,3.1
Tuberculosis,2003,Nebraska,31,65+,5,2.2
Tuberculosis,2004,Nebraska,31,0-4,7,5.6
Tuberculosis,2004,Nebraska,31,5-14,1,0.4
Tuberculosis,2004,Nebraska,31,15-24,9,3.4
Tuberculosis,2004,Nebraska,31,25-34,7,3.2
Tuberculosis,2004,Nebraska,31,35-44,3,1.2
Tuberculosis,2004,Nebraska,31,45-54,8,3.2
Tuberculosis,2004,Nebraska,31,55-64,2,1.2
Tuberculosis,2004,Nebraska,31,65+,2,0.9
Tuberculosis,2005,Nebraska,31,0-4,0,0
Tuberculosis,2005,Nebraska,31,5-14,0,0
Tuberculosis,2005,Nebraska,31,15-24,7,2.6
Tuberculosis,2005,Nebraska,31,25-34,5,2.3
Tuberculosis,2005,Nebraska,31,35-44,4,1.7
Tuberculosis,2005,Nebraska,31,45-54,5,2
Tuberculosis,2005,Nebraska,31,55-64,4,2.3
Tuberculosis,2005,Nebraska,31,65+,10,4.3
Tuberculosis,2006,Nebraska,31,0-4,2,1.6
Tuberculosis,2006,Nebraska,31,5-14,1,0.4
Tuberculosis,2006,Nebraska,31,15-24,2,0.7
Tuberculosis,2006,Nebraska,31,25-34,5,2.2
Tuberculosis,2006,Nebraska,31,35-44,4,1.7
Tuberculosis,2006,Nebraska,31,45-54,4,1.6
Tuberculosis,2006,Nebraska,31,55-64,4,2.2
Tuberculosis,2006,Nebraska,31,65+,3,1.3
Tuberculosis,2007,Nebraska,31,0-4,0,0
Tuberculosis,2007,Nebraska,31,5-14,2,0.8
Tuberculosis,2007,Nebraska,31,15-24,3,1.1
Tuberculosis,2007,Nebraska,31,25-34,6,2.6
Tuberculosis,2007,Nebraska,31,35-44,2,0.9
Tuberculosis,2007,Nebraska,31,45-54,5,1.9
Tuberculosis,2007,Nebraska,31,55-64,4,2.1
Tuberculosis,2007,Nebraska,31,65+,3,1.3
Tuberculosis,2008,Nebraska,31,0-4,4,3.1
Tuberculosis,2008,Nebraska,31,5-14,1,0.4
Tuberculosis,2008,Nebraska,31,15-24,7,2.7
Tuberculosis,2008,Nebraska,31,25-34,8,3.4
Tuberculosis,2008,Nebraska,31,35-44,4,1.8
Tuberculosis,2008,Nebraska,31,45-54,5,1.9
Tuberculosis,2008,Nebraska,31,55-64,2,1
Tuberculosis,2008,Nebraska,31,65+,2,0.8
Tuberculosis,2009,Nebraska,31,0-4,0,0
Tuberculosis,2009,Nebraska,31,5-14,3,1.2
Tuberculosis,2009,Nebraska,31,15-24,10,3.9
Tuberculosis,2009,Nebraska,31,25-34,8,3.3
Tuberculosis,2009,Nebraska,31,35-44,2,0.9
Tuberculosis,2009,Nebraska,31,45-54,3,1.2
Tuberculosis,2009,Nebraska,31,55-64,2,1
Tuberculosis,2009,Nebraska,31,65+,4,1.6
Tuberculosis,2010,Nebraska,31,0-4,1,0.8
Tuberculosis,2010,Nebraska,31,5-14,0,0
Tuberculosis,2010,Nebraska,31,15-24,6,2.3
Tuberculosis,2010,Nebraska,31,25-34,7,2.8
Tuberculosis,2010,Nebraska,31,35-44,2,0.9
Tuberculosis,2010,Nebraska,31,45-54,3,1.2
Tuberculosis,2010,Nebraska,31,55-64,4,1.9
Tuberculosis,2010,Nebraska,31,65+,4,1.6
Tuberculosis,2011,Nebraska,31,0-4,1,0.8
Tuberculosis,2011,Nebraska,31,5-14,1,0.4
Tuberculosis,2011,Nebraska,31,15-24,5,1.9
Tuberculosis,2011,Nebraska,31,25-34,3,1.2
Tuberculosis,2011,Nebraska,31,35-44,3,1.4
Tuberculosis,2011,Nebraska,31,45-54,3,1.2
Tuberculosis,2011,Nebraska,31,55-64,5,2.2
Tuberculosis,2011,Nebraska,31,65+,2,0.8
Tuberculosis,2012,Nebraska,31,0-4,1,0.8
Tuberculosis,2012,Nebraska,31,5-14,0,0
Tuberculosis,2012,Nebraska,31,15-24,3,1.2
Tuberculosis,2012,Nebraska,31,25-34,5,2
Tuberculosis,2012,Nebraska,31,35-44,8,3.6
Tuberculosis,2012,Nebraska,31,45-54,1,0.4
Tuberculosis,2012,Nebraska,31,55-64,3,1.3
Tuberculosis,2012,Nebraska,31,65+,1,0.4
Tuberculosis,2013,Nebraska,31,0-4,0,0
Tuberculosis,2013,Nebraska,31,5-14,0,0
Tuberculosis,2013,Nebraska,31,15-24,3,1.1
Tuberculosis,2013,Nebraska,31,25-34,4,1.6
Tuberculosis,2013,Nebraska,31,35-44,6,2.7
Tuberculosis,2013,Nebraska,31,45-54,1,0.4
Tuberculosis,2013,Nebraska,31,55-64,6,2.6
Tuberculosis,2013,Nebraska,31,65+,1,0.4
Tuberculosis,2014,Nebraska,31,0-4,1,0.8
Tuberculosis,2014,Nebraska,31,5-14,0,0
Tuberculosis,2014,Nebraska,31,15-24,5,1.9
Tuberculosis,2014,Nebraska,31,25-34,9,3.5
Tuberculosis,2014,Nebraska,31,35-44,7,3.1
Tuberculosis,2014,Nebraska,31,45-54,5,2.1
Tuberculosis,2014,Nebraska,31,55-64,3,1.3
Tuberculosis,2014,Nebraska,31,65+,8,3
Tuberculosis,2015,Nebraska,31,0-4,1,0.8
Tuberculosis,2015,Nebraska,31,5-14,1,0.4
Tuberculosis,2015,Nebraska,31,15-24,4,1.5
Tuberculosis,2015,Nebraska,31,25-34,12,4.7
Tuberculosis,2015,Nebraska,31,35-44,4,1.8
Tuberculosis,2015,Nebraska,31,45-54,5,2.1
Tuberculosis,2015,Nebraska,31,55-64,1,0.4
Tuberculosis,2015,Nebraska,31,65+,5,1.8
Tuberculosis,2016,Nebraska,31,0-4,2,1.5
Tuberculosis,2016,Nebraska,31,5-14,1,0.4
Tuberculosis,2016,Nebraska,31,15-24,6,2.2
Tuberculosis,2016,Nebraska,31,25-34,2,0.8
Tuberculosis,2016,Nebraska,31,35-44,7,3
Tuberculosis,2016,Nebraska,31,45-54,2,0.9
Tuberculosis,2016,Nebraska,31,55-64,3,1.2
Tuberculosis,2016,Nebraska,31,65+,5,1.7
Tuberculosis,2017,Nebraska,31,0-4,0,0
Tuberculosis,2017,Nebraska,31,5-14,1,0.4
Tuberculosis,2017,Nebraska,31,15-24,2,0.7
Tuberculosis,2017,Nebraska,31,25-34,9,3.5
Tuberculosis,2017,Nebraska,31,35-44,3,1.3
Tuberculosis,2017,Nebraska,31,45-54,3,1.3
Tuberculosis,2017,Nebraska,31,55-64,2,0.8
Tuberculosis,2017,Nebraska,31,65+,2,0.7
Tuberculosis,2018,Nebraska,31,0-4,0,0
Tuberculosis,2018,Nebraska,31,5-14,1,0.4
Tuberculosis,2018,Nebraska,31,15-24,5,1.9
Tuberculosis,2018,Nebraska,31,25-34,7,2.7
Tuberculosis,2018,Nebraska,31,35-44,7,2.9
Tuberculosis,2018,Nebraska,31,45-54,1,0.5
Tuberculosis,2018,Nebraska,31,55-64,2,0.8
Tuberculosis,2018,Nebraska,31,65+,4,1.3
Tuberculosis,2019,Nebraska,31,0-4,0,0
Tuberculosis,2019,Nebraska,31,5-14,2,0.8
Tuberculosis,2019,Nebraska,31,15-24,3,1.1
Tuberculosis,2019,Nebraska,31,25-34,5,2
Tuberculosis,2019,Nebraska,31,35-44,1,0.4
Tuberculosis,2019,Nebraska,31,45-54,1,0.5
Tuberculosis,2019,Nebraska,31,55-64,4,1.7
Tuberculosis,2019,Nebraska,31,65+,1,0.3
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,0-4,1,0.8
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,5-14,1,0.4
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,15-24,6,2.2
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,25-34,7,2.8
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,35-44,8,3.2
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,45-54,5,2.3
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,55-64,3,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,65+,2,0.6
Tuberculosis,2021,Nebraska,31,0-4,0,0
Tuberculosis,2021,Nebraska,31,5-14,0,0
Tuberculosis,2021,Nebraska,31,15-24,6,2.2
Tuberculosis,2021,Nebraska,31,25-34,2,0.8
Tuberculosis,2021,Nebraska,31,35-44,5,2
Tuberculosis,2021,Nebraska,31,45-54,2,0.9
Tuberculosis,2021,Nebraska,31,55-64,1,0.4
Tuberculosis,2021,Nebraska,31,65+,6,1.8
Tuberculosis,2022,Nebraska,31,0-4,0,0
Tuberculosis,2022,Nebraska,31,5-14,2,0.7
Tuberculosis,2022,Nebraska,31,15-24,4,1.4
Tuberculosis,2022,Nebraska,31,25-34,9,3.6
Tuberculosis,2022,Nebraska,31,35-44,4,1.6
Tuberculosis,2022,Nebraska,31,45-54,4,1.8
Tuberculosis,2022,Nebraska,31,55-64,3,1.3
Tuberculosis,2022,Nebraska,31,65+,3,0.9
Tuberculosis,2000,Nevada,32,0-4,1,0.7
Tuberculosis,2000,Nevada,32,5-14,7,2.4
Tuberculosis,2000,Nevada,32,15-24,6,2.3
Tuberculosis,2000,Nevada,32,25-34,20,6.5
Tuberculosis,2000,Nevada,32,35-44,17,5.2
Tuberculosis,2000,Nevada,32,45-54,12,4.4
Tuberculosis,2000,Nevada,32,55-64,18,9.3
Tuberculosis,2000,Nevada,32,65+,15,6.8
Tuberculosis,2001,Nevada,32,0-4,2,1.3
Tuberculosis,2001,Nevada,32,5-14,2,0.7
Tuberculosis,2001,Nevada,32,15-24,10,3.7
Tuberculosis,2001,Nevada,32,25-34,13,4.1
Tuberculosis,2001,Nevada,32,35-44,17,5.1
Tuberculosis,2001,Nevada,32,45-54,17,5.9
Tuberculosis,2001,Nevada,32,55-64,21,10.3
Tuberculosis,2001,Nevada,32,65+,14,6
Tuberculosis,2002,Nevada,32,0-4,1,0.6
Tuberculosis,2002,Nevada,32,5-14,1,0.3
Tuberculosis,2002,Nevada,32,15-24,5,1.8
Tuberculosis,2002,Nevada,32,25-34,13,4
Tuberculosis,2002,Nevada,32,35-44,20,5.9
Tuberculosis,2002,Nevada,32,45-54,15,5
Tuberculosis,2002,Nevada,32,55-64,15,6.8
Tuberculosis,2002,Nevada,32,65+,15,6.2
Tuberculosis,2003,Nevada,32,0-4,4,2.5
Tuberculosis,2003,Nevada,32,5-14,0,0
Tuberculosis,2003,Nevada,32,15-24,9,3.1
Tuberculosis,2003,Nevada,32,25-34,14,4.2
Tuberculosis,2003,Nevada,32,35-44,27,7.8
Tuberculosis,2003,Nevada,32,45-54,22,7.1
Tuberculosis,2003,Nevada,32,55-64,15,6.3
Tuberculosis,2003,Nevada,32,65+,15,5.9
Tuberculosis,2004,Nevada,32,0-4,0,0
Tuberculosis,2004,Nevada,32,5-14,1,0.3
Tuberculosis,2004,Nevada,32,15-24,17,5.6
Tuberculosis,2004,Nevada,32,25-34,13,3.8
Tuberculosis,2004,Nevada,32,35-44,14,3.9
Tuberculosis,2004,Nevada,32,45-54,11,3.4
Tuberculosis,2004,Nevada,32,55-64,24,9.4
Tuberculosis,2004,Nevada,32,65+,15,5.7
Tuberculosis,2005,Nevada,32,0-4,1,0.6
Tuberculosis,2005,Nevada,32,5-14,4,1.2
Tuberculosis,2005,Nevada,32,15-24,11,3.4
Tuberculosis,2005,Nevada,32,25-34,15,4.2
Tuberculosis,2005,Nevada,32,35-44,23,6.2
Tuberculosis,2005,Nevada,32,45-54,18,5.4
Tuberculosis,2005,Nevada,32,55-64,15,5.6
Tuberculosis,2005,Nevada,32,65+,25,9.2
Tuberculosis,2006,Nevada,32,0-4,2,1.1
Tuberculosis,2006,Nevada,32,5-14,2,0.6
Tuberculosis,2006,Nevada,32,15-24,9,2.7
Tuberculosis,2006,Nevada,32,25-34,13,3.5
Tuberculosis,2006,Nevada,32,35-44,19,5
Tuberculosis,2006,Nevada,32,45-54,22,6.3
Tuberculosis,2006,Nevada,32,55-64,24,8.5
Tuberculosis,2006,Nevada,32,65+,10,3.6
Tuberculosis,2007,Nevada,32,0-4,6,3.2
Tuberculosis,2007,Nevada,32,5-14,3,0.8
Tuberculosis,2007,Nevada,32,15-24,15,4.3
Tuberculosis,2007,Nevada,32,25-34,14,3.7
Tuberculosis,2007,Nevada,32,35-44,11,2.8
Tuberculosis,2007,Nevada,32,45-54,15,4.2
Tuberculosis,2007,Nevada,32,55-64,21,7.2
Tuberculosis,2007,Nevada,32,65+,17,5.8
Tuberculosis,2008,Nevada,32,0-4,11,5.7
Tuberculosis,2008,Nevada,32,5-14,1,0.3
Tuberculosis,2008,Nevada,32,15-24,10,2.8
Tuberculosis,2008,Nevada,32,25-34,13,3.4
Tuberculosis,2008,Nevada,32,35-44,16,4.1
Tuberculosis,2008,Nevada,32,45-54,20,5.4
Tuberculosis,2008,Nevada,32,55-64,15,5
Tuberculosis,2008,Nevada,32,65+,16,5.3
Tuberculosis,2009,Nevada,32,0-4,9,4.7
Tuberculosis,2009,Nevada,32,5-14,7,1.9
Tuberculosis,2009,Nevada,32,15-24,6,1.7
Tuberculosis,2009,Nevada,32,25-34,14,3.6
Tuberculosis,2009,Nevada,32,35-44,14,3.6
Tuberculosis,2009,Nevada,32,45-54,21,5.6
Tuberculosis,2009,Nevada,32,55-64,8,2.6
Tuberculosis,2009,Nevada,32,65+,27,8.6
Tuberculosis,2010,Nevada,32,0-4,16,8.6
Tuberculosis,2010,Nevada,32,5-14,2,0.5
Tuberculosis,2010,Nevada,32,15-24,9,2.5
Tuberculosis,2010,Nevada,32,25-34,12,3.1
Tuberculosis,2010,Nevada,32,35-44,16,4.2
Tuberculosis,2010,Nevada,32,45-54,23,6.1
Tuberculosis,2010,Nevada,32,55-64,17,5.4
Tuberculosis,2010,Nevada,32,65+,19,5.8
Tuberculosis,2011,Nevada,32,0-4,6,3.3
Tuberculosis,2011,Nevada,32,5-14,4,1.1
Tuberculosis,2011,Nevada,32,15-24,7,2
Tuberculosis,2011,Nevada,32,25-34,14,3.6
Tuberculosis,2011,Nevada,32,35-44,15,4
Tuberculosis,2011,Nevada,32,45-54,14,3.7
Tuberculosis,2011,Nevada,32,55-64,14,4.3
Tuberculosis,2011,Nevada,32,65+,22,6.5
Tuberculosis,2012,Nevada,32,0-4,5,2.8
Tuberculosis,2012,Nevada,32,5-14,5,1.4
Tuberculosis,2012,Nevada,32,15-24,12,3.3
Tuberculosis,2012,Nevada,32,25-34,8,2
Tuberculosis,2012,Nevada,32,35-44,7,1.8
Tuberculosis,2012,Nevada,32,45-54,12,3.2
Tuberculosis,2012,Nevada,32,55-64,14,4.2
Tuberculosis,2012,Nevada,32,65+,20,5.5
Tuberculosis,2013,Nevada,32,0-4,15,8.4
Tuberculosis,2013,Nevada,32,5-14,1,0.3
Tuberculosis,2013,Nevada,32,15-24,7,1.9
Tuberculosis,2013,Nevada,32,25-34,13,3.3
Tuberculosis,2013,Nevada,32,35-44,14,3.7
Tuberculosis,2013,Nevada,32,45-54,10,2.6
Tuberculosis,2013,Nevada,32,55-64,14,4.2
Tuberculosis,2013,Nevada,32,65+,17,4.5
Tuberculosis,2014,Nevada,32,0-4,8,4.5
Tuberculosis,2014,Nevada,32,5-14,4,1.1
Tuberculosis,2014,Nevada,32,15-24,8,2.2
Tuberculosis,2014,Nevada,32,25-34,7,1.7
Tuberculosis,2014,Nevada,32,35-44,6,1.6
Tuberculosis,2014,Nevada,32,45-54,13,3.4
Tuberculosis,2014,Nevada,32,55-64,17,5
Tuberculosis,2014,Nevada,32,65+,11,2.7
Tuberculosis,2015,Nevada,32,0-4,0,0
Tuberculosis,2015,Nevada,32,5-14,1,0.3
Tuberculosis,2015,Nevada,32,15-24,6,1.7
Tuberculosis,2015,Nevada,32,25-34,14,3.4
Tuberculosis,2015,Nevada,32,35-44,14,3.7
Tuberculosis,2015,Nevada,32,45-54,11,2.9
Tuberculosis,2015,Nevada,32,55-64,14,4
Tuberculosis,2015,Nevada,32,65+,25,6
Tuberculosis,2016,Nevada,32,0-4,3,1.6
Tuberculosis,2016,Nevada,32,5-14,0,0
Tuberculosis,2016,Nevada,32,15-24,6,1.7
Tuberculosis,2016,Nevada,32,25-34,7,1.6
Tuberculosis,2016,Nevada,32,35-44,16,4.2
Tuberculosis,2016,Nevada,32,45-54,7,1.8
Tuberculosis,2016,Nevada,32,55-64,4,1.1
Tuberculosis,2016,Nevada,32,65+,12,2.7
Tuberculosis,2017,Nevada,32,0-4,0,0
Tuberculosis,2017,Nevada,32,5-14,1,0.3
Tuberculosis,2017,Nevada,32,15-24,6,1.7
Tuberculosis,2017,Nevada,32,25-34,12,2.8
Tuberculosis,2017,Nevada,32,35-44,16,4.1
Tuberculosis,2017,Nevada,32,45-54,13,3.3
Tuberculosis,2017,Nevada,32,55-64,10,2.7
Tuberculosis,2017,Nevada,32,65+,22,4.8
Tuberculosis,2018,Nevada,32,0-4,4,2.2
Tuberculosis,2018,Nevada,32,5-14,1,0.3
Tuberculosis,2018,Nevada,32,15-24,5,1.4
Tuberculosis,2018,Nevada,32,25-34,10,2.2
Tuberculosis,2018,Nevada,32,35-44,9,2.2
Tuberculosis,2018,Nevada,32,45-54,11,2.8
Tuberculosis,2018,Nevada,32,55-64,13,3.5
Tuberculosis,2018,Nevada,32,65+,16,3.4
Tuberculosis,2019,Nevada,32,0-4,0,0
Tuberculosis,2019,Nevada,32,5-14,0,0
Tuberculosis,2019,Nevada,32,15-24,5,1.4
Tuberculosis,2019,Nevada,32,25-34,9,2
Tuberculosis,2019,Nevada,32,35-44,3,0.7
Tuberculosis,2019,Nevada,32,45-54,10,2.5
Tuberculosis,2019,Nevada,32,55-64,9,2.3
Tuberculosis,2019,Nevada,32,65+,17,3.4
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,0-4,2,1.1
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,5-14,1,0.3
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,15-24,4,1.1
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,25-34,4,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,35-44,8,1.9
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,45-54,6,1.5
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,55-64,12,3.1
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,65+,20,4
Tuberculosis,2021,Nevada,32,0-4,0,0
Tuberculosis,2021,Nevada,32,5-14,0,0
Tuberculosis,2021,Nevada,32,15-24,5,1.3
Tuberculosis,2021,Nevada,32,25-34,4,0.9
Tuberculosis,2021,Nevada,32,35-44,8,1.9
Tuberculosis,2021,Nevada,32,45-54,7,1.8
Tuberculosis,2021,Nevada,32,55-64,15,3.8
Tuberculosis,2021,Nevada,32,65+,22,4.2
Tuberculosis,2022,Nevada,32,0-4,3,1.7
Tuberculosis,2022,Nevada,32,5-14,1,0.3
Tuberculosis,2022,Nevada,32,15-24,3,0.8
Tuberculosis,2022,Nevada,32,25-34,6,1.3
Tuberculosis,2022,Nevada,32,35-44,15,3.4
Tuberculosis,2022,Nevada,32,45-54,6,1.5
Tuberculosis,2022,Nevada,32,55-64,13,3.3
Tuberculosis,2022,Nevada,32,65+,15,2.8
Tuberculosis,2000,New Hampshire,33,0-4,0,0
Tuberculosis,2000,New Hampshire,33,5-14,2,1.1
Tuberculosis,2000,New Hampshire,33,15-24,4,2.6
Tuberculosis,2000,New Hampshire,33,25-34,9,5.6
Tuberculosis,2000,New Hampshire,33,35-44,1,0.5
Tuberculosis,2000,New Hampshire,33,45-54,2,1.1
Tuberculosis,2000,New Hampshire,33,55-64,4,3.6
Tuberculosis,2000,New Hampshire,33,65+,0,0
Tuberculosis,2001,New Hampshire,33,0-4,1,1.3
Tuberculosis,2001,New Hampshire,33,5-14,0,0
Tuberculosis,2001,New Hampshire,33,15-24,5,3.1
Tuberculosis,2001,New Hampshire,33,25-34,4,2.5
Tuberculosis,2001,New Hampshire,33,35-44,2,0.9
Tuberculosis,2001,New Hampshire,33,45-54,4,2.1
Tuberculosis,2001,New Hampshire,33,55-64,1,0.9
Tuberculosis,2001,New Hampshire,33,65+,3,2
Tuberculosis,2002,New Hampshire,33,0-4,0,0
Tuberculosis,2002,New Hampshire,33,5-14,1,0.6
Tuberculosis,2002,New Hampshire,33,15-24,2,1.2
Tuberculosis,2002,New Hampshire,33,25-34,6,3.9
Tuberculosis,2002,New Hampshire,33,35-44,4,1.8
Tuberculosis,2002,New Hampshire,33,45-54,0,0
Tuberculosis,2002,New Hampshire,33,55-64,3,2.4
Tuberculosis,2002,New Hampshire,33,65+,3,2
Tuberculosis,2003,New Hampshire,33,0-4,0,0
Tuberculosis,2003,New Hampshire,33,5-14,1,0.6
Tuberculosis,2003,New Hampshire,33,15-24,1,0.6
Tuberculosis,2003,New Hampshire,33,25-34,6,3.9
Tuberculosis,2003,New Hampshire,33,35-44,1,0.5
Tuberculosis,2003,New Hampshire,33,45-54,2,1
Tuberculosis,2003,New Hampshire,33,55-64,1,0.8
Tuberculosis,2003,New Hampshire,33,65+,3,2
Tuberculosis,2004,New Hampshire,33,0-4,1,1.3
Tuberculosis,2004,New Hampshire,33,5-14,1,0.6
Tuberculosis,2004,New Hampshire,33,15-24,4,2.3
Tuberculosis,2004,New Hampshire,33,25-34,3,2
Tuberculosis,2004,New Hampshire,33,35-44,5,2.4
Tuberculosis,2004,New Hampshire,33,45-54,2,1
Tuberculosis,2004,New Hampshire,33,55-64,4,2.9
Tuberculosis,2004,New Hampshire,33,65+,4,2.6
Tuberculosis,2005,New Hampshire,33,0-4,0,0
Tuberculosis,2005,New Hampshire,33,5-14,0,0
Tuberculosis,2005,New Hampshire,33,15-24,0,0
Tuberculosis,2005,New Hampshire,33,25-34,1,0.7
Tuberculosis,2005,New Hampshire,33,35-44,2,1
Tuberculosis,2005,New Hampshire,33,45-54,0,0
Tuberculosis,2005,New Hampshire,33,55-64,0,0
Tuberculosis,2005,New Hampshire,33,65+,1,0.6
Tuberculosis,2006,New Hampshire,33,0-4,0,0
Tuberculosis,2006,New Hampshire,33,5-14,2,1.2
Tuberculosis,2006,New Hampshire,33,15-24,1,0.6
Tuberculosis,2006,New Hampshire,33,25-34,4,2.8
Tuberculosis,2006,New Hampshire,33,35-44,2,1
Tuberculosis,2006,New Hampshire,33,45-54,2,0.9
Tuberculosis,2006,New Hampshire,33,55-64,1,0.6
Tuberculosis,2006,New Hampshire,33,65+,5,3.1
Tuberculosis,2007,New Hampshire,33,0-4,0,0
Tuberculosis,2007,New Hampshire,33,5-14,0,0
Tuberculosis,2007,New Hampshire,33,15-24,0,0
Tuberculosis,2007,New Hampshire,33,25-34,1,0.7
Tuberculosis,2007,New Hampshire,33,35-44,2,1
Tuberculosis,2007,New Hampshire,33,45-54,1,0.5
Tuberculosis,2007,New Hampshire,33,55-64,3,1.9
Tuberculosis,2007,New Hampshire,33,65+,4,2.4
Tuberculosis,2008,New Hampshire,33,0-4,0,0
Tuberculosis,2008,New Hampshire,33,5-14,0,0
Tuberculosis,2008,New Hampshire,33,15-24,3,1.7
Tuberculosis,2008,New Hampshire,33,25-34,2,1.4
Tuberculosis,2008,New Hampshire,33,35-44,3,1.6
Tuberculosis,2008,New Hampshire,33,45-54,0,0
Tuberculosis,2008,New Hampshire,33,55-64,4,2.4
Tuberculosis,2008,New Hampshire,33,65+,7,4.1
Tuberculosis,2009,New Hampshire,33,0-4,0,0
Tuberculosis,2009,New Hampshire,33,5-14,0,0
Tuberculosis,2009,New Hampshire,33,15-24,6,3.3
Tuberculosis,2009,New Hampshire,33,25-34,1,0.7
Tuberculosis,2009,New Hampshire,33,35-44,1,0.5
Tuberculosis,2009,New Hampshire,33,45-54,2,0.9
Tuberculosis,2009,New Hampshire,33,55-64,1,0.6
Tuberculosis,2009,New Hampshire,33,65+,5,2.9
Tuberculosis,2010,New Hampshire,33,0-4,2,2.9
Tuberculosis,2010,New Hampshire,33,5-14,0,0
Tuberculosis,2010,New Hampshire,33,15-24,2,1.1
Tuberculosis,2010,New Hampshire,33,25-34,2,1.4
Tuberculosis,2010,New Hampshire,33,35-44,1,0.6
Tuberculosis,2010,New Hampshire,33,45-54,2,0.9
Tuberculosis,2010,New Hampshire,33,55-64,0,0
Tuberculosis,2010,New Hampshire,33,65+,1,0.6
Tuberculosis,2011,New Hampshire,33,0-4,0,0
Tuberculosis,2011,New Hampshire,33,5-14,0,0
Tuberculosis,2011,New Hampshire,33,15-24,1,0.6
Tuberculosis,2011,New Hampshire,33,25-34,0,0
Tuberculosis,2011,New Hampshire,33,35-44,2,1.2
Tuberculosis,2011,New Hampshire,33,45-54,2,0.9
Tuberculosis,2011,New Hampshire,33,55-64,2,1.1
Tuberculosis,2011,New Hampshire,33,65+,4,2.2
Tuberculosis,2012,New Hampshire,33,0-4,0,0
Tuberculosis,2012,New Hampshire,33,5-14,1,0.6
Tuberculosis,2012,New Hampshire,33,15-24,0,0
Tuberculosis,2012,New Hampshire,33,25-34,4,2.7
Tuberculosis,2012,New Hampshire,33,35-44,2,1.2
Tuberculosis,2012,New Hampshire,33,45-54,0,0
Tuberculosis,2012,New Hampshire,33,55-64,0,0
Tuberculosis,2012,New Hampshire,33,65+,2,1
Tuberculosis,2013,New Hampshire,33,0-4,0,0
Tuberculosis,2013,New Hampshire,33,5-14,0,0
Tuberculosis,2013,New Hampshire,33,15-24,3,1.7
