Indicator,Year,Geography,FIPS,Sex,Cases,Rate per 100000
Tuberculosis,2021,Massachusetts,25,Male,91,2.7
Tuberculosis,2022,Massachusetts,25,Female,63,1.8
Tuberculosis,2022,Massachusetts,25,Male,90,2.6
Tuberculosis,2000,Michigan,26,Female,124,2.4
Tuberculosis,2000,Michigan,26,Male,163,3.3
Tuberculosis,2001,Michigan,26,Female,145,2.8
Tuberculosis,2001,Michigan,26,Male,184,3.8
Tuberculosis,2002,Michigan,26,Female,136,2.7
Tuberculosis,2002,Michigan,26,Male,179,3.6
Tuberculosis,2003,Michigan,26,Female,118,2.3
Tuberculosis,2003,Michigan,26,Male,125,2.5
Tuberculosis,2004,Michigan,26,Female,109,2.1
Tuberculosis,2004,Michigan,26,Male,163,3.3
Tuberculosis,2005,Michigan,26,Female,113,2.2
Tuberculosis,2005,Michigan,26,Male,132,2.7
Tuberculosis,2006,Michigan,26,Female,106,2.1
Tuberculosis,2006,Michigan,26,Male,115,2.3
Tuberculosis,2007,Michigan,26,Female,101,2
Tuberculosis,2007,Michigan,26,Male,125,2.5
Tuberculosis,2008,Michigan,26,Female,75,1.5
Tuberculosis,2008,Michigan,26,Male,112,2.3
Tuberculosis,2009,Michigan,26,Female,58,1.1
Tuberculosis,2009,Michigan,26,Male,86,1.8
Tuberculosis,2010,Michigan,26,Female,71,1.4
Tuberculosis,2010,Michigan,26,Male,111,2.3
Tuberculosis,2011,Michigan,26,Female,66,1.3
Tuberculosis,2011,Michigan,26,Male,103,2.1
Tuberculosis,2012,Michigan,26,Female,53,1.1
Tuberculosis,2012,Michigan,26,Male,97,2
Tuberculosis,2013,Michigan,26,Female,59,1.2
Tuberculosis,2013,Michigan,26,Male,82,1.7
Tuberculosis,2014,Michigan,26,Female,39,0.8
Tuberculosis,2014,Michigan,26,Male,66,1.4
Tuberculosis,2015,Michigan,26,Female,49,1
Tuberculosis,2015,Michigan,26,Male,82,1.7
Tuberculosis,2016,Michigan,26,Female,49,1
Tuberculosis,2016,Michigan,26,Male,84,1.7
Tuberculosis,2017,Michigan,26,Female,52,1
Tuberculosis,2017,Michigan,26,Male,81,1.6
Tuberculosis,2018,Michigan,26,Female,52,1
Tuberculosis,2018,Michigan,26,Male,56,1.1
Tuberculosis,2019,Michigan,26,Female,51,1
Tuberculosis,2019,Michigan,26,Male,80,1.6
Tuberculosis,2020 (COVID-19 Pandemic),Michigan,26,Female,42,0.8
Tuberculosis,2020 (COVID-19 Pandemic),Michigan,26,Male,59,1.2
Tuberculosis,2021,Michigan,26,Female,59,1.2
Tuberculosis,2021,Michigan,26,Male,78,1.6
Tuberculosis,2022,Michigan,26,Female,49,1
Tuberculosis,2022,Michigan,26,Male,71,1.4
Tuberculosis,2000,Minnesota,27,Female,84,3.4
Tuberculosis,2000,Minnesota,27,Male,94,3.8
Tuberculosis,2001,Minnesota,27,Female,105,4.2
Tuberculosis,2001,Minnesota,27,Male,134,5.4
Tuberculosis,2002,Minnesota,27,Female,107,4.2
Tuberculosis,2002,Minnesota,27,Male,130,5.2
Tuberculosis,2003,Minnesota,27,Female,103,4
Tuberculosis,2003,Minnesota,27,Male,111,4.4
Tuberculosis,2004,Minnesota,27,Female,97,3.8
Tuberculosis,2004,Minnesota,27,Male,102,4
Tuberculosis,2005,Minnesota,27,Female,87,3.4
Tuberculosis,2005,Minnesota,27,Male,112,4.4
Tuberculosis,2006,Minnesota,27,Female,106,4.1
Tuberculosis,2006,Minnesota,27,Male,111,4.3
Tuberculosis,2007,Minnesota,27,Female,123,4.7
Tuberculosis,2007,Minnesota,27,Male,115,4.4
Tuberculosis,2008,Minnesota,27,Female,93,3.5
Tuberculosis,2008,Minnesota,27,Male,117,4.5
Tuberculosis,2009,Minnesota,27,Female,82,3.1
Tuberculosis,2009,Minnesota,27,Male,79,3
Tuberculosis,2010,Minnesota,27,Female,66,2.5
Tuberculosis,2010,Minnesota,27,Male,69,2.6
Tuberculosis,2011,Minnesota,27,Female,71,2.6
Tuberculosis,2011,Minnesota,27,Male,66,2.5
Tuberculosis,2012,Minnesota,27,Female,68,2.5
Tuberculosis,2012,Minnesota,27,Male,94,3.5
Tuberculosis,2013,Minnesota,27,Female,66,2.4
Tuberculosis,2013,Minnesota,27,Male,85,3.2
Tuberculosis,2014,Minnesota,27,Female,66,2.4
Tuberculosis,2014,Minnesota,27,Male,81,3
Tuberculosis,2015,Minnesota,27,Female,74,2.7
Tuberculosis,2015,Minnesota,27,Male,76,2.8
Tuberculosis,2016,Minnesota,27,Female,74,2.7
Tuberculosis,2016,Minnesota,27,Male,94,3.4
Tuberculosis,2017,Minnesota,27,Female,86,3.1
Tuberculosis,2017,Minnesota,27,Male,91,3.3
Tuberculosis,2018,Minnesota,27,Female,84,3
Tuberculosis,2018,Minnesota,27,Male,88,3.2
Tuberculosis,2019,Minnesota,27,Female,68,2.4
Tuberculosis,2019,Minnesota,27,Male,80,2.8
Tuberculosis,2020 (COVID-19 Pandemic),Minnesota,27,Female,65,2.3
Tuberculosis,2020 (COVID-19 Pandemic),Minnesota,27,Male,51,1.8
Tuberculosis,2021,Minnesota,27,Female,55,1.9
Tuberculosis,2021,Minnesota,27,Male,79,2.8
Tuberculosis,2022,Minnesota,27,Female,55,1.9
Tuberculosis,2022,Minnesota,27,Male,77,2.7
Tuberculosis,2000,Mississippi,28,Female,59,4
Tuberculosis,2000,Mississippi,28,Male,114,8.3
Tuberculosis,2001,Mississippi,28,Female,55,3.7
Tuberculosis,2001,Mississippi,28,Male,99,7.2
Tuberculosis,2002,Mississippi,28,Female,45,3
Tuberculosis,2002,Mississippi,28,Male,89,6.4
Tuberculosis,2003,Mississippi,28,Female,37,2.5
Tuberculosis,2003,Mississippi,28,Male,92,6.6
Tuberculosis,2004,Mississippi,28,Female,48,3.2
Tuberculosis,2004,Mississippi,28,Male,71,5.1
Tuberculosis,2005,Mississippi,28,Female,28,1.9
Tuberculosis,2005,Mississippi,28,Male,75,5.3
Tuberculosis,2006,Mississippi,28,Female,35,2.3
Tuberculosis,2006,Mississippi,28,Male,80,5.7
Tuberculosis,2007,Mississippi,28,Female,38,2.5
Tuberculosis,2007,Mississippi,28,Male,99,7
Tuberculosis,2008,Mississippi,28,Female,34,2.2
Tuberculosis,2008,Mississippi,28,Male,83,5.8
Tuberculosis,2009,Mississippi,28,Female,37,2.4
Tuberculosis,2009,Mississippi,28,Male,84,5.8
Tuberculosis,2010,Mississippi,28,Female,32,2.1
Tuberculosis,2010,Mississippi,28,Male,84,5.8
Tuberculosis,2011,Mississippi,28,Female,31,2
Tuberculosis,2011,Mississippi,28,Male,60,4.1
Tuberculosis,2012,Mississippi,28,Female,22,1.4
Tuberculosis,2012,Mississippi,28,Male,59,4.1
Tuberculosis,2013,Mississippi,28,Female,18,1.2
Tuberculosis,2013,Mississippi,28,Male,47,3.2
Tuberculosis,2014,Mississippi,28,Female,25,1.6
Tuberculosis,2014,Mississippi,28,Male,49,3.4
Tuberculosis,2015,Mississippi,28,Female,25,1.6
Tuberculosis,2015,Mississippi,28,Male,48,3.3
Tuberculosis,2016,Mississippi,28,Female,25,1.6
Tuberculosis,2016,Mississippi,28,Male,35,2.4
Tuberculosis,2017,Mississippi,28,Female,23,1.5
Tuberculosis,2017,Mississippi,28,Male,28,1.9
Tuberculosis,2018,Mississippi,28,Female,31,2
Tuberculosis,2018,Mississippi,28,Male,49,3.4
Tuberculosis,2019,Mississippi,28,Female,16,1
Tuberculosis,2019,Mississippi,28,Male,41,2.8
Tuberculosis,2020 (COVID-19 Pandemic),Mississippi,28,Female,18,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Mississippi,28,Male,25,1.7
Tuberculosis,2021,Mississippi,28,Female,14,0.9
Tuberculosis,2021,Mississippi,28,Male,32,2.2
Tuberculosis,2022,Mississippi,28,Female,16,1.1
Tuberculosis,2022,Mississippi,28,Male,38,2.7
Tuberculosis,2000,Missouri,29,Female,84,2.9
Tuberculosis,2000,Missouri,29,Male,126,4.6
Tuberculosis,2001,Missouri,29,Female,58,2
Tuberculosis,2001,Missouri,29,Male,98,3.6
Tuberculosis,2002,Missouri,29,Female,46,1.6
Tuberculosis,2002,Missouri,29,Male,90,3.3
Tuberculosis,2003,Missouri,29,Female,41,1.4
Tuberculosis,2003,Missouri,29,Male,89,3.2
Tuberculosis,2004,Missouri,29,Female,42,1.4
Tuberculosis,2004,Missouri,29,Male,85,3
Tuberculosis,2005,Missouri,29,Female,38,1.3
Tuberculosis,2005,Missouri,29,Male,70,2.5
Tuberculosis,2006,Missouri,29,Female,47,1.6
Tuberculosis,2006,Missouri,29,Male,57,2
Tuberculosis,2007,Missouri,29,Female,55,1.8
Tuberculosis,2007,Missouri,29,Male,63,2.2
Tuberculosis,2008,Missouri,29,Female,46,1.5
Tuberculosis,2008,Missouri,29,Male,61,2.1
Tuberculosis,2009,Missouri,29,Female,35,1.2
Tuberculosis,2009,Missouri,29,Male,42,1.4
Tuberculosis,2010,Missouri,29,Female,41,1.3
Tuberculosis,2010,Missouri,29,Male,57,1.9
Tuberculosis,2011,Missouri,29,Female,28,0.9
Tuberculosis,2011,Missouri,29,Male,54,1.8
Tuberculosis,2012,Missouri,29,Female,26,0.8
Tuberculosis,2012,Missouri,29,Male,44,1.5
Tuberculosis,2013,Missouri,29,Female,28,0.9
Tuberculosis,2013,Missouri,29,Male,46,1.6
Tuberculosis,2014,Missouri,29,Female,31,1
Tuberculosis,2014,Missouri,29,Male,45,1.5
Tuberculosis,2015,Missouri,29,Female,38,1.2
Tuberculosis,2015,Missouri,29,Male,54,1.8
Tuberculosis,2016,Missouri,29,Female,34,1.1
Tuberculosis,2016,Missouri,29,Male,67,2.2
Tuberculosis,2017,Missouri,29,Female,38,1.2
Tuberculosis,2017,Missouri,29,Male,47,1.6
Tuberculosis,2018,Missouri,29,Female,32,1
Tuberculosis,2018,Missouri,29,Male,48,1.6
Tuberculosis,2019,Missouri,29,Female,36,1.2
Tuberculosis,2019,Missouri,29,Male,34,1.1
Tuberculosis,2020 (COVID-19 Pandemic),Missouri,29,Female,31,1
Tuberculosis,2020 (COVID-19 Pandemic),Missouri,29,Male,48,1.6
Tuberculosis,2021,Missouri,29,Female,40,1.3
Tuberculosis,2021,Missouri,29,Male,37,1.2
Tuberculosis,2022,Missouri,29,Female,27,0.9
Tuberculosis,2022,Missouri,29,Male,42,1.4
Tuberculosis,2000,Montana,30,Female,6,1.3
Tuberculosis,2000,Montana,30,Male,15,3.3
Tuberculosis,2001,Montana,30,Female,5,1.1
Tuberculosis,2001,Montana,30,Male,15,3.3
Tuberculosis,2002,Montana,30,Female,2,0.4
Tuberculosis,2002,Montana,30,Male,10,2.2
Tuberculosis,2003,Montana,30,Female,2,0.4
Tuberculosis,2003,Montana,30,Male,5,1.1
Tuberculosis,2004,Montana,30,Female,2,0.4
Tuberculosis,2004,Montana,30,Male,13,2.8
Tuberculosis,2005,Montana,30,Female,4,0.9
Tuberculosis,2005,Montana,30,Male,6,1.3
Tuberculosis,2006,Montana,30,Female,9,1.9
Tuberculosis,2006,Montana,30,Male,4,0.8
Tuberculosis,2007,Montana,30,Female,5,1
Tuberculosis,2007,Montana,30,Male,6,1.2
Tuberculosis,2008,Montana,30,Female,5,1
Tuberculosis,2008,Montana,30,Male,4,0.8
Tuberculosis,2009,Montana,30,Female,3,0.6
Tuberculosis,2009,Montana,30,Male,5,1
Tuberculosis,2010,Montana,30,Female,4,0.8
Tuberculosis,2010,Montana,30,Male,2,0.4
Tuberculosis,2011,Montana,30,Female,3,0.6
Tuberculosis,2011,Montana,30,Male,5,1
Tuberculosis,2012,Montana,30,Female,2,0.4
Tuberculosis,2012,Montana,30,Male,3,0.6
Tuberculosis,2013,Montana,30,Female,1,0.2
Tuberculosis,2013,Montana,30,Male,5,1
Tuberculosis,2014,Montana,30,Female,2,0.4
Tuberculosis,2014,Montana,30,Male,4,0.8
Tuberculosis,2015,Montana,30,Female,2,0.4
Tuberculosis,2015,Montana,30,Male,7,1.3
Tuberculosis,2016,Montana,30,Female,1,0.2
Tuberculosis,2016,Montana,30,Male,3,0.6
Tuberculosis,2017,Montana,30,Female,1,0.2
Tuberculosis,2017,Montana,30,Male,2,0.4
Tuberculosis,2018,Montana,30,Female,1,0.2
Tuberculosis,2018,Montana,30,Male,4,0.7
Tuberculosis,2019,Montana,30,Female,0,0
Tuberculosis,2019,Montana,30,Male,2,0.4
Tuberculosis,2020 (COVID-19 Pandemic),Montana,30,Female,4,0.7
Tuberculosis,2020 (COVID-19 Pandemic),Montana,30,Male,0,0
Tuberculosis,2021,Montana,30,Female,2,0.4
Tuberculosis,2021,Montana,30,Male,1,0.2
Tuberculosis,2022,Montana,30,Female,4,0.7
Tuberculosis,2022,Montana,30,Male,2,0.4
Tuberculosis,2000,Nebraska,31,Female,7,0.8
Tuberculosis,2000,Nebraska,31,Male,17,2
Tuberculosis,2001,Nebraska,31,Female,14,1.6
Tuberculosis,2001,Nebraska,31,Male,26,3.1
Tuberculosis,2002,Nebraska,31,Female,9,1
Tuberculosis,2002,Nebraska,31,Male,19,2.2
Tuberculosis,2003,Nebraska,31,Female,9,1
Tuberculosis,2003,Nebraska,31,Male,19,2.2
Tuberculosis,2004,Nebraska,31,Female,19,2.1
Tuberculosis,2004,Nebraska,31,Male,20,2.3
Tuberculosis,2005,Nebraska,31,Female,14,1.6
Tuberculosis,2005,Nebraska,31,Male,21,2.4
Tuberculosis,2006,Nebraska,31,Female,10,1.1
Tuberculosis,2006,Nebraska,31,Male,15,1.7
Tuberculosis,2007,Nebraska,31,Female,11,1.2
Tuberculosis,2007,Nebraska,31,Male,14,1.6
Tuberculosis,2008,Nebraska,31,Female,11,1.2
Tuberculosis,2008,Nebraska,31,Male,22,2.5
Tuberculosis,2009,Nebraska,31,Female,14,1.5
Tuberculosis,2009,Nebraska,31,Male,18,2
Tuberculosis,2010,Nebraska,31,Female,10,1.1
Tuberculosis,2010,Nebraska,31,Male,17,1.9
Tuberculosis,2011,Nebraska,31,Female,8,0.9
Tuberculosis,2011,Nebraska,31,Male,15,1.6
Tuberculosis,2012,Nebraska,31,Female,11,1.2
Tuberculosis,2012,Nebraska,31,Male,11,1.2
Tuberculosis,2013,Nebraska,31,Female,7,0.7
Tuberculosis,2013,Nebraska,31,Male,13,1.4
Tuberculosis,2014,Nebraska,31,Female,13,1.4
Tuberculosis,2014,Nebraska,31,Male,25,2.7
Tuberculosis,2015,Nebraska,31,Female,15,1.6
Tuberculosis,2015,Nebraska,31,Male,18,1.9
Tuberculosis,2016,Nebraska,31,Female,11,1.2
Tuberculosis,2016,Nebraska,31,Male,17,1.8
Tuberculosis,2017,Nebraska,31,Female,8,0.8
Tuberculosis,2017,Nebraska,31,Male,14,1.5
Tuberculosis,2018,Nebraska,31,Female,13,1.3
Tuberculosis,2018,Nebraska,31,Male,14,1.5
Tuberculosis,2019,Nebraska,31,Female,5,0.5
Tuberculosis,2019,Nebraska,31,Male,12,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,Female,14,1.4
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,Male,19,1.9
Tuberculosis,2021,Nebraska,31,Female,11,1.1
Tuberculosis,2021,Nebraska,31,Male,11,1.1
Tuberculosis,2022,Nebraska,31,Female,9,0.9
Tuberculosis,2022,Nebraska,31,Male,20,2
Tuberculosis,2000,Nevada,32,Female,30,3
Tuberculosis,2000,Nevada,32,Male,66,6.4
Tuberculosis,2001,Nevada,32,Female,34,3.3
Tuberculosis,2001,Nevada,32,Male,62,5.8
Tuberculosis,2002,Nevada,32,Female,43,4
Tuberculosis,2002,Nevada,32,Male,42,3.8
Tuberculosis,2003,Nevada,32,Female,45,4.1
Tuberculosis,2003,Nevada,32,Male,61,5.3
Tuberculosis,2004,Nevada,32,Female,34,2.9
Tuberculosis,2004,Nevada,32,Male,61,5.1
Tuberculosis,2005,Nevada,32,Female,44,3.7
Tuberculosis,2005,Nevada,32,Male,68,5.5
Tuberculosis,2006,Nevada,32,Female,35,2.8
Tuberculosis,2006,Nevada,32,Male,66,5.2
Tuberculosis,2007,Nevada,32,Female,41,3.2
Tuberculosis,2007,Nevada,32,Male,61,4.6
Tuberculosis,2008,Nevada,32,Female,34,2.6
Tuberculosis,2008,Nevada,32,Male,68,5.1
Tuberculosis,2009,Nevada,32,Female,39,2.9
Tuberculosis,2009,Nevada,32,Male,61,4.5
Tuberculosis,2010,Nevada,32,Female,42,3.1
Tuberculosis,2010,Nevada,32,Male,72,5.3
Tuberculosis,2011,Nevada,32,Female,44,3.3
Tuberculosis,2011,Nevada,32,Male,52,3.8
Tuberculosis,2012,Nevada,32,Female,37,2.7
Tuberculosis,2012,Nevada,32,Male,46,3.3
Tuberculosis,2013,Nevada,32,Female,41,3
Tuberculosis,2013,Nevada,32,Male,50,3.6
Tuberculosis,2014,Nevada,32,Female,33,2.4
Tuberculosis,2014,Nevada,32,Male,41,2.9
Tuberculosis,2015,Nevada,32,Female,42,2.9
Tuberculosis,2015,Nevada,32,Male,43,3
Tuberculosis,2016,Nevada,32,Female,31,2.1
Tuberculosis,2016,Nevada,32,Male,24,1.6
Tuberculosis,2017,Nevada,32,Female,37,2.5
Tuberculosis,2017,Nevada,32,Male,43,2.9
Tuberculosis,2018,Nevada,32,Female,25,1.7
Tuberculosis,2018,Nevada,32,Male,44,2.9
Tuberculosis,2019,Nevada,32,Female,23,1.5
Tuberculosis,2019,Nevada,32,Male,30,1.9
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,Female,27,1.8
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,Male,30,1.9
Tuberculosis,2021,Nevada,32,Female,30,1.9
Tuberculosis,2021,Nevada,32,Male,31,2
Tuberculosis,2022,Nevada,32,Female,18,1.1
Tuberculosis,2022,Nevada,32,Male,44,2.7
Tuberculosis,2000,New Hampshire,33,Female,11,1.7
Tuberculosis,2000,New Hampshire,33,Male,11,1.8
Tuberculosis,2001,New Hampshire,33,Female,9,1.4
Tuberculosis,2001,New Hampshire,33,Male,11,1.8
Tuberculosis,2002,New Hampshire,33,Female,7,1.1
Tuberculosis,2002,New Hampshire,33,Male,12,1.9
Tuberculosis,2003,New Hampshire,33,Female,5,0.8
Tuberculosis,2003,New Hampshire,33,Male,10,1.6
Tuberculosis,2004,New Hampshire,33,Female,17,2.6
Tuberculosis,2004,New Hampshire,33,Male,7,1.1
Tuberculosis,2005,New Hampshire,33,Female,2,0.3
Tuberculosis,2005,New Hampshire,33,Male,2,0.3
Tuberculosis,2006,New Hampshire,33,Female,6,0.9
Tuberculosis,2006,New Hampshire,33,Male,11,1.7
Tuberculosis,2007,New Hampshire,33,Female,6,0.9
Tuberculosis,2007,New Hampshire,33,Male,5,0.8
Tuberculosis,2008,New Hampshire,33,Female,9,1.4
Tuberculosis,2008,New Hampshire,33,Male,10,1.5
Tuberculosis,2009,New Hampshire,33,Female,11,1.6
Tuberculosis,2009,New Hampshire,33,Male,5,0.8
Tuberculosis,2010,New Hampshire,33,Female,3,0.4
Tuberculosis,2010,New Hampshire,33,Male,7,1.1
Tuberculosis,2011,New Hampshire,33,Female,4,0.6
Tuberculosis,2011,New Hampshire,33,Male,7,1.1
Tuberculosis,2012,New Hampshire,33,Female,5,0.7
Tuberculosis,2012,New Hampshire,33,Male,4,0.6
Tuberculosis,2013,New Hampshire,33,Female,8,1.2
Tuberculosis,2013,New Hampshire,33,Male,7,1.1
Tuberculosis,2014,New Hampshire,33,Female,4,0.6
Tuberculosis,2014,New Hampshire,33,Male,7,1.1
Tuberculosis,2015,New Hampshire,33,Female,8,1.2
Tuberculosis,2015,New Hampshire,33,Male,5,0.8
Tuberculosis,2016,New Hampshire,33,Female,7,1
Tuberculosis,2016,New Hampshire,33,Male,8,1.2
Tuberculosis,2017,New Hampshire,33,Female,8,1.2
Tuberculosis,2017,New Hampshire,33,Male,11,1.6
Tuberculosis,2018,New Hampshire,33,Female,5,0.7
Tuberculosis,2018,New Hampshire,33,Male,7,1
Tuberculosis,2019,New Hampshire,33,Female,4,0.6
Tuberculosis,2019,New Hampshire,33,Male,2,0.3
Tuberculosis,2020 (COVID-19 Pandemic),New Hampshire,33,Female,3,0.4
Tuberculosis,2020 (COVID-19 Pandemic),New Hampshire,33,Male,9,1.3
Tuberculosis,2021,New Hampshire,33,Female,5,0.7
Tuberculosis,2021,New Hampshire,33,Male,7,1
Tuberculosis,2022,New Hampshire,33,Female,7,1
Tuberculosis,2022,New Hampshire,33,Male,4,0.6
Tuberculosis,2000,New Jersey,34,Female,249,5.7
Tuberculosis,2000,New Jersey,34,Male,316,7.7
Tuberculosis,2001,New Jersey,34,Female,226,5.2
Tuberculosis,2001,New Jersey,34,Male,304,7.4
Tuberculosis,2002,New Jersey,34,Female,212,4.8
Tuberculosis,2002,New Jersey,34,Male,318,7.7
Tuberculosis,2003,New Jersey,34,Female,235,5.3
Tuberculosis,2003,New Jersey,34,Male,260,6.2
Tuberculosis,2004,New Jersey,34,Female,224,5
Tuberculosis,2004,New Jersey,34,Male,258,6.1
Tuberculosis,2005,New Jersey,34,Female,199,4.5
Tuberculosis,2005,New Jersey,34,Male,286,6.8
Tuberculosis,2006,New Jersey,34,Female,209,4.7
Tuberculosis,2006,New Jersey,34,Male,299,7.1
Tuberculosis,2007,New Jersey,34,Female,209,4.7
Tuberculosis,2007,New Jersey,34,Male,258,6.1
Tuberculosis,2008,New Jersey,34,Female,170,3.8
Tuberculosis,2008,New Jersey,34,Male,252,5.9
Tuberculosis,2009,New Jersey,34,Female,187,4.2
Tuberculosis,2009,New Jersey,34,Male,218,5.1
Tuberculosis,2010,New Jersey,34,Female,169,3.7
Tuberculosis,2010,New Jersey,34,Male,235,5.5
Tuberculosis,2011,New Jersey,34,Female,156,3.4
Tuberculosis,2011,New Jersey,34,Male,173,4
Tuberculosis,2012,New Jersey,34,Female,129,2.8
Tuberculosis,2012,New Jersey,34,Male,173,4
Tuberculosis,2013,New Jersey,34,Female,142,3.1
Tuberculosis,2013,New Jersey,34,Male,177,4.1
Tuberculosis,2014,New Jersey,34,Female,119,2.6
Tuberculosis,2014,New Jersey,34,Male,187,4.3
Tuberculosis,2015,New Jersey,34,Female,152,3.3
Tuberculosis,2015,New Jersey,34,Male,173,4
Tuberculosis,2016,New Jersey,34,Female,125,2.8
Tuberculosis,2016,New Jersey,34,Male,169,3.9
Tuberculosis,2017,New Jersey,34,Female,119,2.6
Tuberculosis,2017,New Jersey,34,Male,164,3.8
Tuberculosis,2018,New Jersey,34,Female,116,2.6
Tuberculosis,2018,New Jersey,34,Male,174,4
Tuberculosis,2019,New Jersey,34,Female,126,2.8
Tuberculosis,2019,New Jersey,34,Male,183,4.2
Tuberculosis,2020 (COVID-19 Pandemic),New Jersey,34,Female,96,2
Tuberculosis,2020 (COVID-19 Pandemic),New Jersey,34,Male,149,3.3
Tuberculosis,2021,New Jersey,34,Female,122,2.6
Tuberculosis,2021,New Jersey,34,Male,167,3.7
Tuberculosis,2022,New Jersey,34,Female,114,2.4
Tuberculosis,2022,New Jersey,34,Male,175,3.8
Tuberculosis,2000,New Mexico,35,Female,16,1.7
Tuberculosis,2000,New Mexico,35,Male,30,3.3
Tuberculosis,2001,New Mexico,35,Female,29,3.1
Tuberculosis,2001,New Mexico,35,Male,25,2.8
Tuberculosis,2002,New Mexico,35,Female,27,2.9
Tuberculosis,2002,New Mexico,35,Male,30,3.3
Tuberculosis,2003,New Mexico,35,Female,18,1.9
Tuberculosis,2003,New Mexico,35,Male,31,3.4
Tuberculosis,2004,New Mexico,35,Female,19,2
Tuberculosis,2004,New Mexico,35,Male,23,2.4
Tuberculosis,2005,New Mexico,35,Female,18,1.8
Tuberculosis,2005,New Mexico,35,Male,21,2.2
Tuberculosis,2006,New Mexico,35,Female,13,1.3
Tuberculosis,2006,New Mexico,35,Male,35,3.6
Tuberculosis,2007,New Mexico,35,Female,15,1.5
Tuberculosis,2007,New Mexico,35,Male,35,3.6
Tuberculosis,2008,New Mexico,35,Female,24,2.4
Tuberculosis,2008,New Mexico,35,Male,35,3.5
Tuberculosis,2009,New Mexico,35,Female,22,2.1
Tuberculosis,2009,New Mexico,35,Male,26,2.6
Tuberculosis,2010,New Mexico,35,Female,18,1.7
Tuberculosis,2010,New Mexico,35,Male,32,3.1
Tuberculosis,2011,New Mexico,35,Female,15,1.4
Tuberculosis,2011,New Mexico,35,Male,34,3.3
Tuberculosis,2012,New Mexico,35,Female,11,1
Tuberculosis,2012,New Mexico,35,Male,29,2.8
Tuberculosis,2013,New Mexico,35,Female,20,1.9
Tuberculosis,2013,New Mexico,35,Male,30,2.9
Tuberculosis,2014,New Mexico,35,Female,19,1.8
Tuberculosis,2014,New Mexico,35,Male,31,3
Tuberculosis,2015,New Mexico,35,Female,12,1.1
Tuberculosis,2015,New Mexico,35,Male,35,3.4
Tuberculosis,2016,New Mexico,35,Female,12,1.1
Tuberculosis,2016,New Mexico,35,Male,26,2.5
Tuberculosis,2017,New Mexico,35,Female,13,1.2
Tuberculosis,2017,New Mexico,35,Male,24,2.3
Tuberculosis,2018,New Mexico,35,Female,15,1.4
Tuberculosis,2018,New Mexico,35,Male,24,2.3
Tuberculosis,2019,New Mexico,35,Female,22,2.1
Tuberculosis,2019,New Mexico,35,Male,19,1.8
Tuberculosis,2020 (COVID-19 Pandemic),New Mexico,35,Female,9,0.8
Tuberculosis,2020 (COVID-19 Pandemic),New Mexico,35,Male,20,1.9
Tuberculosis,2021,New Mexico,35,Female,13,1.2
Tuberculosis,2021,New Mexico,35,Male,11,1
Tuberculosis,2022,New Mexico,35,Female,10,0.9
Tuberculosis,2022,New Mexico,35,Male,20,1.9
Tuberculosis,2000,New York,36,Female,668,6.8
Tuberculosis,2000,New York,36,Male,"1,050",11.5
Tuberculosis,2001,New York,36,Female,655,6.6
Tuberculosis,2001,New York,36,Male,990,10.8
Tuberculosis,2002,New York,36,Female,558,5.6
Tuberculosis,2002,New York,36,Male,860,9.3
Tuberculosis,2003,New York,36,Female,564,5.7
Tuberculosis,2003,New York,36,Male,907,9.8
Tuberculosis,2004,New York,36,Female,541,5.5
Tuberculosis,2004,New York,36,Male,818,8.8
Tuberculosis,2005,New York,36,Female,467,4.7
Tuberculosis,2005,New York,36,Male,816,8.8
Tuberculosis,2006,New York,36,Female,507,5.1
Tuberculosis,2006,New York,36,Male,756,8.2
Tuberculosis,2007,New York,36,Female,489,4.9
Tuberculosis,2007,New York,36,Male,680,7.4
Tuberculosis,2008,New York,36,Female,476,4.8
Tuberculosis,2008,New York,36,Male,714,7.7
Tuberculosis,2009,New York,36,Female,422,4.2
Tuberculosis,2009,New York,36,Male,581,6.2
Tuberculosis,2010,New York,36,Female,361,3.6
Tuberculosis,2010,New York,36,Male,587,6.3
Tuberculosis,2011,New York,36,Female,377,3.7
Tuberculosis,2011,New York,36,Male,527,5.6
Tuberculosis,2012,New York,36,Female,376,3.7
Tuberculosis,2012,New York,36,Male,489,5.2
Tuberculosis,2013,New York,36,Female,358,3.5
Tuberculosis,2013,New York,36,Male,507,5.3
Tuberculosis,2014,New York,36,Female,298,2.9
Tuberculosis,2014,New York,36,Male,486,5.1
Tuberculosis,2015,New York,36,Female,312,3.1
Tuberculosis,2015,New York,36,Male,451,4.7
Tuberculosis,2016,New York,36,Female,298,2.9
Tuberculosis,2016,New York,36,Male,460,4.8
Tuberculosis,2017,New York,36,Female,297,2.9
Tuberculosis,2017,New York,36,Male,504,5.3
Tuberculosis,2018,New York,36,Female,280,2.8
Tuberculosis,2018,New York,36,Male,464,4.9
Tuberculosis,2019,New York,36,Female,307,3.1
Tuberculosis,2019,New York,36,Male,439,4.6
