Indicator,Year,Geography,FIPS,Country of birth,Cases,Rate per 100000
Tuberculosis,2016,Kentucky,21,Non-U.S.–born,50,Data not available
Tuberculosis,2016,Kentucky,21,U.S.-born,41,Data not available
Tuberculosis,2017,Kentucky,21,Non-U.S.–born,32,Data not available
Tuberculosis,2017,Kentucky,21,U.S.-born,33,Data not available
Tuberculosis,2018,Kentucky,21,Non-U.S.–born,36,Data not available
Tuberculosis,2018,Kentucky,21,U.S.-born,28,Data not available
Tuberculosis,2019,Kentucky,21,Non-U.S.–born,44,Data not available
Tuberculosis,2019,Kentucky,21,U.S.-born,21,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Kentucky,21,Non-U.S.–born,35,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Kentucky,21,U.S.-born,31,Data not available
Tuberculosis,2021,Kentucky,21,Non-U.S.–born,38,Data not available
Tuberculosis,2021,Kentucky,21,U.S.-born,19,Data not available
Tuberculosis,2022,Kentucky,21,Non-U.S.–born,43,Data not available
Tuberculosis,2022,Kentucky,21,U.S.-born,27,Data not available
Tuberculosis,2000,Louisiana,22,Non-U.S.–born,33,Data not available
Tuberculosis,2000,Louisiana,22,U.S.-born,296,Data not available
Tuberculosis,2001,Louisiana,22,Non-U.S.–born,22,Data not available
Tuberculosis,2001,Louisiana,22,U.S.-born,271,Data not available
Tuberculosis,2002,Louisiana,22,Non-U.S.–born,24,Data not available
Tuberculosis,2002,Louisiana,22,U.S.-born,202,Data not available
Tuberculosis,2003,Louisiana,22,Non-U.S.–born,33,Data not available
Tuberculosis,2003,Louisiana,22,U.S.-born,221,Data not available
Tuberculosis,2004,Louisiana,22,Non-U.S.–born,31,Data not available
Tuberculosis,2004,Louisiana,22,U.S.-born,216,Data not available
Tuberculosis,2005,Louisiana,22,Non-U.S.–born,25,Data not available
Tuberculosis,2005,Louisiana,22,U.S.-born,241,Data not available
Tuberculosis,2006,Louisiana,22,Non-U.S.–born,27,Data not available
Tuberculosis,2006,Louisiana,22,U.S.-born,178,Data not available
Tuberculosis,2007,Louisiana,22,Non-U.S.–born,36,Data not available
Tuberculosis,2007,Louisiana,22,U.S.-born,181,Data not available
Tuberculosis,2008,Louisiana,22,Non-U.S.–born,45,Data not available
Tuberculosis,2008,Louisiana,22,U.S.-born,182,Data not available
Tuberculosis,2009,Louisiana,22,Non-U.S.–born,29,Data not available
Tuberculosis,2009,Louisiana,22,U.S.-born,165,Data not available
Tuberculosis,2010,Louisiana,22,Non-U.S.–born,45,Data not available
Tuberculosis,2010,Louisiana,22,U.S.-born,155,Data not available
Tuberculosis,2011,Louisiana,22,Non-U.S.–born,38,Data not available
Tuberculosis,2011,Louisiana,22,U.S.-born,129,Data not available
Tuberculosis,2012,Louisiana,22,Non-U.S.–born,32,Data not available
Tuberculosis,2012,Louisiana,22,U.S.-born,116,Data not available
Tuberculosis,2013,Louisiana,22,Non-U.S.–born,31,Data not available
Tuberculosis,2013,Louisiana,22,U.S.-born,108,Data not available
Tuberculosis,2014,Louisiana,22,Non-U.S.–born,34,Data not available
Tuberculosis,2014,Louisiana,22,U.S.-born,87,Data not available
Tuberculosis,2015,Louisiana,22,Non-U.S.–born,39,Data not available
Tuberculosis,2015,Louisiana,22,U.S.-born,80,Data not available
Tuberculosis,2016,Louisiana,22,Non-U.S.–born,43,Data not available
Tuberculosis,2016,Louisiana,22,U.S.-born,85,Data not available
Tuberculosis,2017,Louisiana,22,Non-U.S.–born,50,Data not available
Tuberculosis,2017,Louisiana,22,U.S.-born,91,Data not available
Tuberculosis,2018,Louisiana,22,Non-U.S.–born,36,Data not available
Tuberculosis,2018,Louisiana,22,U.S.-born,69,Data not available
Tuberculosis,2019,Louisiana,22,Non-U.S.–born,33,Data not available
Tuberculosis,2019,Louisiana,22,U.S.-born,55,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Louisiana,22,Non-U.S.–born,28,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Louisiana,22,U.S.-born,71,Data not available
Tuberculosis,2021,Louisiana,22,Non-U.S.–born,33,Data not available
Tuberculosis,2021,Louisiana,22,U.S.-born,53,Data not available
Tuberculosis,2022,Louisiana,22,Non-U.S.–born,42,Data not available
Tuberculosis,2022,Louisiana,22,U.S.-born,53,Data not available
Tuberculosis,2000,Maine,23,Non-U.S.–born,8,Data not available
Tuberculosis,2000,Maine,23,U.S.-born,16,Data not available
Tuberculosis,2001,Maine,23,Non-U.S.–born,11,Data not available
Tuberculosis,2001,Maine,23,U.S.-born,9,Data not available
Tuberculosis,2002,Maine,23,Non-U.S.–born,11,Data not available
Tuberculosis,2002,Maine,23,U.S.-born,12,Data not available
Tuberculosis,2003,Maine,23,Non-U.S.–born,13,Data not available
Tuberculosis,2003,Maine,23,U.S.-born,11,Data not available
Tuberculosis,2004,Maine,23,Non-U.S.–born,9,Data not available
Tuberculosis,2004,Maine,23,U.S.-born,11,Data not available
Tuberculosis,2005,Maine,23,Non-U.S.–born,8,Data not available
Tuberculosis,2005,Maine,23,U.S.-born,9,Data not available
Tuberculosis,2006,Maine,23,Non-U.S.–born,9,Data not available
Tuberculosis,2006,Maine,23,U.S.-born,7,Data not available
Tuberculosis,2007,Maine,23,Non-U.S.–born,13,Data not available
Tuberculosis,2007,Maine,23,U.S.-born,6,Data not available
Tuberculosis,2008,Maine,23,Non-U.S.–born,8,Data not available
Tuberculosis,2008,Maine,23,U.S.-born,1,Data not available
Tuberculosis,2009,Maine,23,Non-U.S.–born,4,Data not available
Tuberculosis,2009,Maine,23,U.S.-born,5,Data not available
Tuberculosis,2010,Maine,23,Non-U.S.–born,7,Data not available
Tuberculosis,2010,Maine,23,U.S.-born,1,Data not available
Tuberculosis,2011,Maine,23,Non-U.S.–born,5,Data not available
Tuberculosis,2011,Maine,23,U.S.-born,4,Data not available
Tuberculosis,2012,Maine,23,Non-U.S.–born,10,Data not available
Tuberculosis,2012,Maine,23,U.S.-born,7,Data not available
Tuberculosis,2013,Maine,23,Non-U.S.–born,7,Data not available
Tuberculosis,2013,Maine,23,U.S.-born,8,Data not available
Tuberculosis,2014,Maine,23,Non-U.S.–born,13,Data not available
Tuberculosis,2014,Maine,23,U.S.-born,1,Data not available
Tuberculosis,2015,Maine,23,Non-U.S.–born,14,Data not available
Tuberculosis,2015,Maine,23,U.S.-born,4,Data not available
Tuberculosis,2016,Maine,23,Non-U.S.–born,19,Data not available
Tuberculosis,2016,Maine,23,U.S.-born,4,Data not available
Tuberculosis,2017,Maine,23,Non-U.S.–born,12,Data not available
Tuberculosis,2017,Maine,23,U.S.-born,2,Data not available
Tuberculosis,2018,Maine,23,Non-U.S.–born,8,Data not available
Tuberculosis,2018,Maine,23,U.S.-born,6,Data not available
Tuberculosis,2019,Maine,23,Non-U.S.–born,13,Data not available
Tuberculosis,2019,Maine,23,U.S.-born,5,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Maine,23,Non-U.S.–born,11,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Maine,23,U.S.-born,6,Data not available
Tuberculosis,2021,Maine,23,Non-U.S.–born,11,Data not available
Tuberculosis,2021,Maine,23,U.S.-born,3,Data not available
Tuberculosis,2022,Maine,23,Non-U.S.–born,13,Data not available
Tuberculosis,2022,Maine,23,U.S.-born,4,Data not available
Tuberculosis,2000,Maryland,24,Non-U.S.–born,141,Data not available
Tuberculosis,2000,Maryland,24,U.S.-born,142,Data not available
Tuberculosis,2001,Maryland,24,Non-U.S.–born,153,Data not available
Tuberculosis,2001,Maryland,24,U.S.-born,109,Data not available
Tuberculosis,2002,Maryland,24,Non-U.S.–born,164,Data not available
Tuberculosis,2002,Maryland,24,U.S.-born,142,Data not available
Tuberculosis,2003,Maryland,24,Non-U.S.–born,175,Data not available
Tuberculosis,2003,Maryland,24,U.S.-born,94,Data not available
Tuberculosis,2004,Maryland,24,Non-U.S.–born,187,Data not available
Tuberculosis,2004,Maryland,24,U.S.-born,126,Data not available
Tuberculosis,2005,Maryland,24,Non-U.S.–born,174,Data not available
Tuberculosis,2005,Maryland,24,U.S.-born,109,Data not available
Tuberculosis,2006,Maryland,24,Non-U.S.–born,170,Data not available
Tuberculosis,2006,Maryland,24,U.S.-born,82,Data not available
Tuberculosis,2007,Maryland,24,Non-U.S.–born,187,Data not available
Tuberculosis,2007,Maryland,24,U.S.-born,84,Data not available
Tuberculosis,2008,Maryland,24,Non-U.S.–born,197,Data not available
Tuberculosis,2008,Maryland,24,U.S.-born,81,Data not available
Tuberculosis,2009,Maryland,24,Non-U.S.–born,165,Data not available
Tuberculosis,2009,Maryland,24,U.S.-born,53,Data not available
Tuberculosis,2010,Maryland,24,Non-U.S.–born,151,Data not available
Tuberculosis,2010,Maryland,24,U.S.-born,69,Data not available
Tuberculosis,2011,Maryland,24,Non-U.S.–born,166,Data not available
Tuberculosis,2011,Maryland,24,U.S.-born,66,Data not available
Tuberculosis,2012,Maryland,24,Non-U.S.–born,171,Data not available
Tuberculosis,2012,Maryland,24,U.S.-born,51,Data not available
Tuberculosis,2013,Maryland,24,Non-U.S.–born,129,Data not available
Tuberculosis,2013,Maryland,24,U.S.-born,46,Data not available
Tuberculosis,2014,Maryland,24,Non-U.S.–born,159,Data not available
Tuberculosis,2014,Maryland,24,U.S.-born,38,Data not available
Tuberculosis,2015,Maryland,24,Non-U.S.–born,133,Data not available
Tuberculosis,2015,Maryland,24,U.S.-born,43,Data not available
Tuberculosis,2016,Maryland,24,Non-U.S.–born,186,Data not available
Tuberculosis,2016,Maryland,24,U.S.-born,35,Data not available
Tuberculosis,2017,Maryland,24,Non-U.S.–born,163,Data not available
Tuberculosis,2017,Maryland,24,U.S.-born,44,Data not available
Tuberculosis,2018,Maryland,24,Non-U.S.–born,170,Data not available
Tuberculosis,2018,Maryland,24,U.S.-born,37,Data not available
Tuberculosis,2019,Maryland,24,Non-U.S.–born,167,Data not available
Tuberculosis,2019,Maryland,24,U.S.-born,42,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Maryland,24,Non-U.S.–born,120,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Maryland,24,U.S.-born,29,Data not available
Tuberculosis,2021,Maryland,24,Non-U.S.–born,141,Data not available
Tuberculosis,2021,Maryland,24,U.S.-born,52,Data not available
Tuberculosis,2022,Maryland,24,Non-U.S.–born,128,Data not available
Tuberculosis,2022,Maryland,24,U.S.-born,29,Data not available
Tuberculosis,2000,Massachusetts,25,Non-U.S.–born,204,Data not available
Tuberculosis,2000,Massachusetts,25,U.S.-born,81,Data not available
Tuberculosis,2001,Massachusetts,25,Non-U.S.–born,207,Data not available
Tuberculosis,2001,Massachusetts,25,U.S.-born,63,Data not available
Tuberculosis,2002,Massachusetts,25,Non-U.S.–born,205,Data not available
Tuberculosis,2002,Massachusetts,25,U.S.-born,66,Data not available
Tuberculosis,2003,Massachusetts,25,Non-U.S.–born,208,Data not available
Tuberculosis,2003,Massachusetts,25,U.S.-born,53,Data not available
Tuberculosis,2004,Massachusetts,25,Non-U.S.–born,216,Data not available
Tuberculosis,2004,Massachusetts,25,U.S.-born,67,Data not available
Tuberculosis,2005,Massachusetts,25,Non-U.S.–born,206,Data not available
Tuberculosis,2005,Massachusetts,25,U.S.-born,60,Data not available
Tuberculosis,2006,Massachusetts,25,Non-U.S.–born,198,Data not available
Tuberculosis,2006,Massachusetts,25,U.S.-born,60,Data not available
Tuberculosis,2007,Massachusetts,25,Non-U.S.–born,166,Data not available
Tuberculosis,2007,Massachusetts,25,U.S.-born,58,Data not available
Tuberculosis,2008,Massachusetts,25,Non-U.S.–born,215,Data not available
Tuberculosis,2008,Massachusetts,25,U.S.-born,46,Data not available
Tuberculosis,2009,Massachusetts,25,Non-U.S.–born,176,Data not available
Tuberculosis,2009,Massachusetts,25,U.S.-born,60,Data not available
Tuberculosis,2010,Massachusetts,25,Non-U.S.–born,113,Data not available
Tuberculosis,2010,Massachusetts,25,U.S.-born,36,Data not available
Tuberculosis,2011,Massachusetts,25,Non-U.S.–born,159,Data not available
Tuberculosis,2011,Massachusetts,25,U.S.-born,31,Data not available
Tuberculosis,2012,Massachusetts,25,Non-U.S.–born,184,Data not available
Tuberculosis,2012,Massachusetts,25,U.S.-born,30,Data not available
Tuberculosis,2013,Massachusetts,25,Non-U.S.–born,153,Data not available
Tuberculosis,2013,Massachusetts,25,U.S.-born,42,Data not available
Tuberculosis,2014,Massachusetts,25,Non-U.S.–born,163,Data not available
Tuberculosis,2014,Massachusetts,25,U.S.-born,33,Data not available
Tuberculosis,2015,Massachusetts,25,Non-U.S.–born,167,Data not available
Tuberculosis,2015,Massachusetts,25,U.S.-born,25,Data not available
Tuberculosis,2016,Massachusetts,25,Non-U.S.–born,167,Data not available
Tuberculosis,2016,Massachusetts,25,U.S.-born,23,Data not available
Tuberculosis,2017,Massachusetts,25,Non-U.S.–born,182,Data not available
Tuberculosis,2017,Massachusetts,25,U.S.-born,27,Data not available
Tuberculosis,2018,Massachusetts,25,Non-U.S.–born,172,Data not available
Tuberculosis,2018,Massachusetts,25,U.S.-born,28,Data not available
Tuberculosis,2019,Massachusetts,25,Non-U.S.–born,149,Data not available
Tuberculosis,2019,Massachusetts,25,U.S.-born,29,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Massachusetts,25,Non-U.S.–born,125,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Massachusetts,25,U.S.-born,17,Data not available
Tuberculosis,2021,Massachusetts,25,Non-U.S.–born,135,Data not available
Tuberculosis,2021,Massachusetts,25,U.S.-born,16,Data not available
Tuberculosis,2022,Massachusetts,25,Non-U.S.–born,140,Data not available
Tuberculosis,2022,Massachusetts,25,U.S.-born,13,Data not available
Tuberculosis,2000,Michigan,26,Non-U.S.–born,91,Data not available
Tuberculosis,2000,Michigan,26,U.S.-born,196,Data not available
Tuberculosis,2001,Michigan,26,Non-U.S.–born,118,Data not available
Tuberculosis,2001,Michigan,26,U.S.-born,211,Data not available
Tuberculosis,2002,Michigan,26,Non-U.S.–born,120,Data not available
Tuberculosis,2002,Michigan,26,U.S.-born,195,Data not available
Tuberculosis,2003,Michigan,26,Non-U.S.–born,100,Data not available
Tuberculosis,2003,Michigan,26,U.S.-born,143,Data not available
Tuberculosis,2004,Michigan,26,Non-U.S.–born,104,Data not available
Tuberculosis,2004,Michigan,26,U.S.-born,168,Data not available
Tuberculosis,2005,Michigan,26,Non-U.S.–born,99,Data not available
Tuberculosis,2005,Michigan,26,U.S.-born,146,Data not available
Tuberculosis,2006,Michigan,26,Non-U.S.–born,92,Data not available
Tuberculosis,2006,Michigan,26,U.S.-born,129,Data not available
Tuberculosis,2007,Michigan,26,Non-U.S.–born,84,Data not available
Tuberculosis,2007,Michigan,26,U.S.-born,141,Data not available
Tuberculosis,2008,Michigan,26,Non-U.S.–born,83,Data not available
Tuberculosis,2008,Michigan,26,U.S.-born,105,Data not available
Tuberculosis,2009,Michigan,26,Non-U.S.–born,71,Data not available
Tuberculosis,2009,Michigan,26,U.S.-born,73,Data not available
Tuberculosis,2010,Michigan,26,Non-U.S.–born,95,Data not available
Tuberculosis,2010,Michigan,26,U.S.-born,86,Data not available
Tuberculosis,2011,Michigan,26,Non-U.S.–born,83,Data not available
Tuberculosis,2011,Michigan,26,U.S.-born,85,Data not available
Tuberculosis,2012,Michigan,26,Non-U.S.–born,74,Data not available
Tuberculosis,2012,Michigan,26,U.S.-born,76,Data not available
Tuberculosis,2013,Michigan,26,Non-U.S.–born,82,Data not available
Tuberculosis,2013,Michigan,26,U.S.-born,58,Data not available
Tuberculosis,2014,Michigan,26,Non-U.S.–born,62,Data not available
Tuberculosis,2014,Michigan,26,U.S.-born,43,Data not available
Tuberculosis,2015,Michigan,26,Non-U.S.–born,85,Data not available
Tuberculosis,2015,Michigan,26,U.S.-born,46,Data not available
Tuberculosis,2016,Michigan,26,Non-U.S.–born,80,Data not available
Tuberculosis,2016,Michigan,26,U.S.-born,53,Data not available
Tuberculosis,2017,Michigan,26,Non-U.S.–born,84,Data not available
Tuberculosis,2017,Michigan,26,U.S.-born,49,Data not available
Tuberculosis,2018,Michigan,26,Non-U.S.–born,62,Data not available
Tuberculosis,2018,Michigan,26,U.S.-born,46,Data not available
Tuberculosis,2019,Michigan,26,Non-U.S.–born,72,Data not available
Tuberculosis,2019,Michigan,26,U.S.-born,59,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Michigan,26,Non-U.S.–born,52,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Michigan,26,U.S.-born,49,Data not available
Tuberculosis,2021,Michigan,26,Non-U.S.–born,88,Data not available
Tuberculosis,2021,Michigan,26,U.S.-born,48,Data not available
Tuberculosis,2022,Michigan,26,Non-U.S.–born,79,Data not available
Tuberculosis,2022,Michigan,26,U.S.-born,41,Data not available
Tuberculosis,2000,Minnesota,27,Non-U.S.–born,146,Data not available
Tuberculosis,2000,Minnesota,27,U.S.-born,32,Data not available
Tuberculosis,2001,Minnesota,27,Non-U.S.–born,192,Data not available
Tuberculosis,2001,Minnesota,27,U.S.-born,46,Data not available
Tuberculosis,2002,Minnesota,27,Non-U.S.–born,181,Data not available
Tuberculosis,2002,Minnesota,27,U.S.-born,56,Data not available
Tuberculosis,2003,Minnesota,27,Non-U.S.–born,173,Data not available
Tuberculosis,2003,Minnesota,27,U.S.-born,41,Data not available
Tuberculosis,2004,Minnesota,27,Non-U.S.–born,163,Data not available
Tuberculosis,2004,Minnesota,27,U.S.-born,36,Data not available
Tuberculosis,2005,Minnesota,27,Non-U.S.–born,173,Data not available
Tuberculosis,2005,Minnesota,27,U.S.-born,26,Data not available
Tuberculosis,2006,Minnesota,27,Non-U.S.–born,173,Data not available
Tuberculosis,2006,Minnesota,27,U.S.-born,44,Data not available
Tuberculosis,2007,Minnesota,27,Non-U.S.–born,203,Data not available
Tuberculosis,2007,Minnesota,27,U.S.-born,35,Data not available
Tuberculosis,2008,Minnesota,27,Non-U.S.–born,155,Data not available
Tuberculosis,2008,Minnesota,27,U.S.-born,56,Data not available
Tuberculosis,2009,Minnesota,27,Non-U.S.–born,129,Data not available
Tuberculosis,2009,Minnesota,27,U.S.-born,32,Data not available
Tuberculosis,2010,Minnesota,27,Non-U.S.–born,109,Data not available
Tuberculosis,2010,Minnesota,27,U.S.-born,26,Data not available
Tuberculosis,2011,Minnesota,27,Non-U.S.–born,116,Data not available
Tuberculosis,2011,Minnesota,27,U.S.-born,21,Data not available
Tuberculosis,2012,Minnesota,27,Non-U.S.–born,136,Data not available
Tuberculosis,2012,Minnesota,27,U.S.-born,26,Data not available
Tuberculosis,2013,Minnesota,27,Non-U.S.–born,122,Data not available
Tuberculosis,2013,Minnesota,27,U.S.-born,29,Data not available
Tuberculosis,2014,Minnesota,27,Non-U.S.–born,108,Data not available
Tuberculosis,2014,Minnesota,27,U.S.-born,39,Data not available
Tuberculosis,2015,Minnesota,27,Non-U.S.–born,129,Data not available
Tuberculosis,2015,Minnesota,27,U.S.-born,21,Data not available
Tuberculosis,2016,Minnesota,27,Non-U.S.–born,152,Data not available
Tuberculosis,2016,Minnesota,27,U.S.-born,16,Data not available
Tuberculosis,2017,Minnesota,27,Non-U.S.–born,149,Data not available
Tuberculosis,2017,Minnesota,27,U.S.-born,29,Data not available
Tuberculosis,2018,Minnesota,27,Non-U.S.–born,142,Data not available
Tuberculosis,2018,Minnesota,27,U.S.-born,30,Data not available
Tuberculosis,2019,Minnesota,27,Non-U.S.–born,130,Data not available
Tuberculosis,2019,Minnesota,27,U.S.-born,18,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Minnesota,27,Non-U.S.–born,105,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Minnesota,27,U.S.-born,12,Data not available
Tuberculosis,2021,Minnesota,27,Non-U.S.–born,108,Data not available
Tuberculosis,2021,Minnesota,27,U.S.-born,26,Data not available
Tuberculosis,2022,Minnesota,27,Non-U.S.–born,99,Data not available
Tuberculosis,2022,Minnesota,27,U.S.-born,33,Data not available
Tuberculosis,2000,Mississippi,28,Non-U.S.–born,15,Data not available
Tuberculosis,2000,Mississippi,28,U.S.-born,158,Data not available
Tuberculosis,2001,Mississippi,28,Non-U.S.–born,12,Data not available
Tuberculosis,2001,Mississippi,28,U.S.-born,142,Data not available
Tuberculosis,2002,Mississippi,28,Non-U.S.–born,10,Data not available
Tuberculosis,2002,Mississippi,28,U.S.-born,120,Data not available
Tuberculosis,2003,Mississippi,28,Non-U.S.–born,11,Data not available
Tuberculosis,2003,Mississippi,28,U.S.-born,117,Data not available
Tuberculosis,2004,Mississippi,28,Non-U.S.–born,11,Data not available
Tuberculosis,2004,Mississippi,28,U.S.-born,108,Data not available
Tuberculosis,2005,Mississippi,28,Non-U.S.–born,15,Data not available
Tuberculosis,2005,Mississippi,28,U.S.-born,88,Data not available
Tuberculosis,2006,Mississippi,28,Non-U.S.–born,17,Data not available
Tuberculosis,2006,Mississippi,28,U.S.-born,98,Data not available
Tuberculosis,2007,Mississippi,28,Non-U.S.–born,15,Data not available
Tuberculosis,2007,Mississippi,28,U.S.-born,122,Data not available
Tuberculosis,2008,Mississippi,28,Non-U.S.–born,8,Data not available
Tuberculosis,2008,Mississippi,28,U.S.-born,109,Data not available
Tuberculosis,2009,Mississippi,28,Non-U.S.–born,9,Data not available
Tuberculosis,2009,Mississippi,28,U.S.-born,112,Data not available
Tuberculosis,2010,Mississippi,28,Non-U.S.–born,16,Data not available
Tuberculosis,2010,Mississippi,28,U.S.-born,100,Data not available
Tuberculosis,2011,Mississippi,28,Non-U.S.–born,18,Data not available
Tuberculosis,2011,Mississippi,28,U.S.-born,73,Data not available
Tuberculosis,2012,Mississippi,28,Non-U.S.–born,11,Data not available
Tuberculosis,2012,Mississippi,28,U.S.-born,70,Data not available
Tuberculosis,2013,Mississippi,28,Non-U.S.–born,16,Data not available
Tuberculosis,2013,Mississippi,28,U.S.-born,49,Data not available
Tuberculosis,2014,Mississippi,28,Non-U.S.–born,13,Data not available
Tuberculosis,2014,Mississippi,28,U.S.-born,61,Data not available
Tuberculosis,2015,Mississippi,28,Non-U.S.–born,10,Data not available
Tuberculosis,2015,Mississippi,28,U.S.-born,63,Data not available
Tuberculosis,2016,Mississippi,28,Non-U.S.–born,13,Data not available
Tuberculosis,2016,Mississippi,28,U.S.-born,47,Data not available
Tuberculosis,2017,Mississippi,28,Non-U.S.–born,9,Data not available
Tuberculosis,2017,Mississippi,28,U.S.-born,42,Data not available
Tuberculosis,2018,Mississippi,28,Non-U.S.–born,10,Data not available
Tuberculosis,2018,Mississippi,28,U.S.-born,70,Data not available
Tuberculosis,2019,Mississippi,28,Non-U.S.–born,16,Data not available
Tuberculosis,2019,Mississippi,28,U.S.-born,41,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Mississippi,28,Non-U.S.–born,11,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Mississippi,28,U.S.-born,32,Data not available
Tuberculosis,2021,Mississippi,28,Non-U.S.–born,13,Data not available
Tuberculosis,2021,Mississippi,28,U.S.-born,33,Data not available
Tuberculosis,2022,Mississippi,28,Non-U.S.–born,12,Data not available
Tuberculosis,2022,Mississippi,28,U.S.-born,42,Data not available
Tuberculosis,2000,Missouri,29,Non-U.S.–born,50,Data not available
Tuberculosis,2000,Missouri,29,U.S.-born,160,Data not available
Tuberculosis,2001,Missouri,29,Non-U.S.–born,47,Data not available
Tuberculosis,2001,Missouri,29,U.S.-born,109,Data not available
Tuberculosis,2002,Missouri,29,Non-U.S.–born,38,Data not available
Tuberculosis,2002,Missouri,29,U.S.-born,98,Data not available
Tuberculosis,2003,Missouri,29,Non-U.S.–born,42,Data not available
Tuberculosis,2003,Missouri,29,U.S.-born,88,Data not available
Tuberculosis,2004,Missouri,29,Non-U.S.–born,35,Data not available
Tuberculosis,2004,Missouri,29,U.S.-born,92,Data not available
Tuberculosis,2005,Missouri,29,Non-U.S.–born,38,Data not available
Tuberculosis,2005,Missouri,29,U.S.-born,70,Data not available
Tuberculosis,2006,Missouri,29,Non-U.S.–born,50,Data not available
Tuberculosis,2006,Missouri,29,U.S.-born,54,Data not available
Tuberculosis,2007,Missouri,29,Non-U.S.–born,42,Data not available
Tuberculosis,2007,Missouri,29,U.S.-born,76,Data not available
Tuberculosis,2008,Missouri,29,Non-U.S.–born,60,Data not available
Tuberculosis,2008,Missouri,29,U.S.-born,47,Data not available
Tuberculosis,2009,Missouri,29,Non-U.S.–born,67,Data not available
Tuberculosis,2009,Missouri,29,U.S.-born,10,Data not available
Tuberculosis,2010,Missouri,29,Non-U.S.–born,44,Data not available
Tuberculosis,2010,Missouri,29,U.S.-born,54,Data not available
Tuberculosis,2011,Missouri,29,Non-U.S.–born,31,Data not available
Tuberculosis,2011,Missouri,29,U.S.-born,51,Data not available
Tuberculosis,2012,Missouri,29,Non-U.S.–born,30,Data not available
Tuberculosis,2012,Missouri,29,U.S.-born,40,Data not available
Tuberculosis,2013,Missouri,29,Non-U.S.–born,34,Data not available
Tuberculosis,2013,Missouri,29,U.S.-born,40,Data not available
Tuberculosis,2014,Missouri,29,Non-U.S.–born,41,Data not available
Tuberculosis,2014,Missouri,29,U.S.-born,35,Data not available
Tuberculosis,2015,Missouri,29,Non-U.S.–born,57,Data not available
Tuberculosis,2015,Missouri,29,U.S.-born,35,Data not available
Tuberculosis,2016,Missouri,29,Non-U.S.–born,57,Data not available
Tuberculosis,2016,Missouri,29,U.S.-born,44,Data not available
Tuberculosis,2017,Missouri,29,Non-U.S.–born,47,Data not available
Tuberculosis,2017,Missouri,29,U.S.-born,39,Data not available
Tuberculosis,2018,Missouri,29,Non-U.S.–born,43,Data not available
Tuberculosis,2018,Missouri,29,U.S.-born,37,Data not available
Tuberculosis,2019,Missouri,29,Non-U.S.–born,39,Data not available
Tuberculosis,2019,Missouri,29,U.S.-born,31,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Missouri,29,Non-U.S.–born,46,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Missouri,29,U.S.-born,33,Data not available
Tuberculosis,2021,Missouri,29,Non-U.S.–born,56,Data not available
Tuberculosis,2021,Missouri,29,U.S.-born,21,Data not available
Tuberculosis,2022,Missouri,29,Non-U.S.–born,43,Data not available
Tuberculosis,2022,Missouri,29,U.S.-born,26,Data not available
Tuberculosis,2000,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2000,Montana,30,U.S.-born,21,Data not available
Tuberculosis,2001,Montana,30,Non-U.S.–born,3,Data not available
Tuberculosis,2001,Montana,30,U.S.-born,16,Data not available
Tuberculosis,2002,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2002,Montana,30,U.S.-born,12,Data not available
Tuberculosis,2003,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2003,Montana,30,U.S.-born,7,Data not available
Tuberculosis,2004,Montana,30,Non-U.S.–born,2,Data not available
Tuberculosis,2004,Montana,30,U.S.-born,13,Data not available
Tuberculosis,2005,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2005,Montana,30,U.S.-born,10,Data not available
Tuberculosis,2006,Montana,30,Non-U.S.–born,6,Data not available
Tuberculosis,2006,Montana,30,U.S.-born,7,Data not available
Tuberculosis,2007,Montana,30,Non-U.S.–born,3,Data not available
Tuberculosis,2007,Montana,30,U.S.-born,8,Data not available
Tuberculosis,2008,Montana,30,Non-U.S.–born,3,Data not available
Tuberculosis,2008,Montana,30,U.S.-born,6,Data not available
Tuberculosis,2009,Montana,30,Non-U.S.–born,5,Data not available
Tuberculosis,2009,Montana,30,U.S.-born,3,Data not available
Tuberculosis,2010,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2010,Montana,30,U.S.-born,6,Data not available
